features,correlation
1407,0.5844375201605992
1973,0.5836347286332854
155,0.5833035706579117
1007,0.5829853986587225
994,0.5828298369975574
1100,0.5823165263403949
1939,0.5821529788609195
952,0.5808482508930152
1994,0.580687085187181
1941,0.5802764549545933
255,0.5795813042916697
919,0.5790840831020564
904,0.5788511513339689
203,0.5785110160507798
1241,0.5782159685804275
956,0.5777294240643153
1552,0.5775553104630547
1666,0.5772728255809443
379,0.5770731298584144
327,0.5770232850363038
1814,0.576814726205413
102,0.5765528324604388
1367,0.5765146590400556
1836,0.5760149263618564
476,0.5751244485747198
42,0.5748781585695182
905,0.5748536561120571
234,0.5747796389379245
166,0.5742803530896861
936,0.5742560822745161
2067,0.5742372623677987
591,0.5734354035352662
1857,0.5726779663995291
1937,0.5719064660218947
1059,0.5712751850618027
1752,0.5712334973401516
1938,0.5711266170708277
752,0.5708763478829522
1324,0.5697457115122315
1773,0.5687956759871913
64,0.5685285173432851
1276,0.567935556554685
498,0.5678294341230965
1003,0.5677523911188754
749,0.5674593549487452
1277,0.5668281094164691
1788,0.5668025990254758
1806,0.5665647084011833
555,0.5662108130243567
962,0.5661268672759061
12,0.5659920578697348
726,0.5658249734458761
830,0.5657367819430332
1894,0.5654644784097513
446,0.5651991484724204
1951,0.5651897903460699
1467,0.5650319710717856
1722,0.5648328242371852
1716,0.5644235877394734
503,0.5637363540751528
535,0.5635641443010463
740,0.5626518006682779
1774,0.5620732739176602
778,0.5615298176301768
1746,0.5608453694371193
2208,0.560653935065484
192,0.5606073850553693
128,0.5601373296519904
563,0.5600927061519082
256,0.5595760194489844
802,0.5591451114651679
1018,0.5583855422186348
1054,0.5581985433937494
140,0.5580196403683438
76,0.5572121985428993
1862,0.5569038911098093
1301,0.5565926557464176
204,0.5565256313943597
1805,0.5562448837194396
536,0.5551025199524512
1555,0.5547810355874208
1904,0.5542907454809203
986,0.5539572345518293
1858,0.5533982697256138
1405,0.5532550699737535
1231,0.5526029701250027
983,0.5519671670303279
1444,0.5517438722373594
1402,0.5513288783560555
831,0.5504739483189423
729,0.5501976399199445
2209,0.5501433375190017
105,0.5499906529698239
779,0.5499156282058463
984,0.5494213424662524
805,0.5493001035493583
1221,0.5492818917222568
1892,0.5488920734454555
169,0.5480299898737401
664,0.5479666084403356
1578,0.5479315775841119
1468,0.5478178263258933
565,0.5476603089757998
1891,0.5466902782640629
585,0.5462029427932256
782,0.5458503545000074
1004,0.5456461418169504
702,0.5449395328969145
743,0.5449122708320713
193,0.544349777833632
1113,0.5441689255898341
1365,0.5436774569867713
1890,0.5433103245328906
793,0.5427951590364001
1579,0.5425251439826321
1816,0.5421874895507646
1323,0.5420136062091171
129,0.5409424853048588
1057,0.5400067661004193
141,0.5392224219597247
556,0.5389987978001212
534,0.5383655086187928
460,0.5380195678127709
37,0.537701781209496
863,0.5370484974015148
796,0.5369622649994915
471,0.5361746465580578
1949,0.5360917358165782
1834,0.5360554699388427
589,0.5353998940630741
77,0.5352952443283202
987,0.5352002969497474
862,0.534771426539966
504,0.5343121664443706
91,0.5336590962997186
474,0.533193736219999
40,0.5322554421603863
1103,0.5316220665036989
229,0.5314937750365663
692,0.531456219740199
Foundation_PConc,0.5311935334437805
232,0.5307426257125964
1869,0.5300928811898323
891,0.5297976205257281
1750,0.5254122170926271
960,0.5246281454277019
841,0.5243596535056393
859,0.5243083016850143
1235,0.5240511800204989
438,0.5238424748905313
501,0.5234458310484379
1239,0.5215849697525182
1608,0.5207043309792747
1313,0.5205375137035786
514,0.5197264525096079
386,0.5196380790144773
861,0.5192839412502834
1720,0.5187811108926431
586,0.5180159735085468
1333,0.516772526462685
1404,0.5167052595232926
618,0.5162432444030413
1299,0.5158311461973496
674,0.5154594645423627
990,0.5153195082967339
1804,0.5152295656670429
1934,0.5144901958450463
1554,0.5138756801276151
1329,0.5128220517356973
1860,0.5124056577268538
2004,0.5122365380345815
957,0.5118179953664482
1676,0.5118159353723181
1879,0.5116763218657929
417,0.5115750951054923
419,0.5115151332157181
676,0.5104009433925063
1374,0.5099807102883483
2023,0.5096722062556127
1962,0.50962909801779
1443,0.5090458702259814
833,0.5085973997683114
851,0.5082755844254451
2041,0.5079477491663132
418,0.5078649002856019
1983,0.5077309459442761
1056,0.5073597763530389
1866,0.5072836648271672
724,0.5072605571320973
1707,0.5071198314215802
1867,0.5068682380130838
104,0.5053950436166901
1290,0.5053172102989263
1865,0.5050849247564018
1330,0.5043981850310654
672,0.5034115636372942
439,0.5030620616773697
168,0.5030563755722388
1310,0.501737658513922
1651,0.5014730447145272
588,0.5013301378210296
855,0.5006612432568588
1833,0.500536799292934
1364,0.5003876064507339
1238,0.500087433158697
1414,0.5000021429264742
1028,0.49846694924988894
1893,0.4983723706777291
1885,0.4975083429210147
934,0.49724311552345685
835,0.49695328386525106
700,0.4963965367593571
387,0.4961529019178301
473,0.4924221962182538
39,0.49199780725254205
868,0.49180450347557464
1080,0.4917399371259592
1992,0.49131720927810535
231,0.4909729409031588
88,0.4903817581139197
1087,0.4894130353854933
933,0.4885251361179044
1564,0.4873872640772204
532,0.48607254654645154
856,0.48607012533727406
1453,0.48602201018744146
731,0.4854897242049038
929,0.48541762697988367
959,0.48446006815309506
1719,0.4842098840229552
2058,0.4841098187132434
114,0.4839855786253379
152,0.4827188395185325
612,0.48237818604007776
653,0.4817508136568659
1798,0.48117223561639344
178,0.48097880342716315
781,0.48012322433078547
598,0.479322195000474
1803,0.4787753551966727
1940,0.4787582245771106
728,0.47867353072110025
1348,0.4782527042978285
1109,0.4780650342662719
1749,0.4780495115332046
1066,0.4776997576582568
2084,0.4768190781871851
1500,0.4768057686039971
1347,0.47647546079299546
1152,0.4763293102407416
1665,0.47612202821435207
1150,0.47471341019000446
560,0.4743697032386913
725,0.4742382668168023
1248,0.47351794885523457
1081,0.4732462352248073
1971,0.47271886207293906
777,0.47208906497513314
1110,0.4719281540524755
1331,0.47162493098360575
842,0.4711678334394689
221,0.47034999138138994
1153,0.47018284921319853
2207,0.4695690032369499
737,0.469069373581749
858,0.4689927551072601
1308,0.46870707625789987
1843,0.4680124828704026
790,0.4662203348836726
1560,0.46599888874550416
918,0.463367748059099
784,0.46307162573402033
837,0.46290255986393736
241,0.4627193204967345
723,0.46266396274660093
699,0.46253599367443105
1088,0.4621198713983427
562,0.46169329165118567
483,0.46138710419318013
803,0.4612966409682928
1354,0.4610853593554327
49,0.4606231719006927
1561,0.4605896633824251
1868,0.45963007966840325
415,0.4593723466011365
613,0.45905668835376656
1236,0.459053954853317
671,0.45905114625340065
1154,0.45831439078618164
1262,0.45676052727003985
524,0.4560930475623665
397,0.4558134774868863
1309,0.45573022345352654
969,0.4555252307623951
1652,0.4543213355406955
1729,0.45355298818606626
1553,0.45344805933440496
1787,0.45035619036425345
1263,0.44976589198232314
735,0.44882454564239443
357,0.4487256575228928
1693,0.44798767344348833
1902,0.44795224841239034
1032,0.44731739986353086
1093,0.4473044671050366
561,0.4466532922605406
2186,0.44590501077553213
1449,0.44524214538928325
1127,0.4450276124719158
506,0.4441720937590739
696,0.4439053322725535
531,0.44388227247657874
1370,0.443469357622656
1089,0.4434078993309191
1826,0.4431801051944871
2074,0.44234530697825736
1111,0.4416343425463857
1759,0.4414321823633759
BsmtFinType1_GLQ,0.44136337415249693
1815,0.4402105405045313
669,0.4396417106116177
1040,0.4396185020885405
1592,0.4390673579776522
1802,0.43857396878911453
1450,0.43857370206735957
1351,0.4384864685872321
788,0.43759604052263457
1017,0.4374872190215222
78,0.4371907504767877
1674,0.43709278318857003
110,0.4368468341719056
1831,0.43646142329266646
1692,0.43642177300653234
848,0.43523324437866645
2056,0.43509439444047393
89,0.43506001713971487
1744,0.4348316889942459
730,0.43455194372046074
1132,0.4338500612403331
142,0.43364282848708324
845,0.43319397157069217
541,0.4322929077560805
832,0.4322124822825373
1275,0.432119813718991
1590,0.4315917258020612
1142,0.4311983559724585
867,0.43117570324493915
1371,0.4308564904205767
876,0.43069752636703984
732,0.4304704050704166
1149,0.4301537104400387
384,0.4301270997902029
1123,0.42984099773697443
840,0.42979732874080817
111,0.4292245648387712
844,0.42848153825481083
2184,0.42765637425435804
414,0.4273298941588371
508,0.42719695600079843
750,0.42691732629266077
1410,0.4267717002249757
1090,0.4260349929683804
1098,0.42532284586156044
174,0.4248884731059356
153,0.4245359617995343
528,0.42449750496793903
927,0.4241640767091755
1026,0.4230297382565964
1322,0.4228044148790618
709,0.42258502562907574
1689,0.4225430980809408
424,0.4223341966012091
836,0.42212057368990485
801,0.4220535960628989
624,0.4219124227576763
814,0.4215954765847439
843,0.4213567338118927
864,0.4212307451475109
83,0.4209353656782335
2055,0.42028744530017453
1411,0.4200686213520302
857,0.41975517926128736
865,0.4196217213417443
1033,0.41916642090974654
804,0.41875326706155136
175,0.41851732554593446
1743,0.4183373679934735
617,0.4180847961517225
866,0.4180802219922649
1691,0.4173866817159377
668,0.41729693301068554
1562,0.41640633017332274
GarageType_Attchd,0.41637697946054414
878,0.4155333574647553
447,0.4150588624938604
205,0.4148098219192243
853,0.41471679783880494
13,0.4139960713983695
2019,0.4131804656690147
1318,0.41292210880375674
147,0.4124404538017679
638,0.4120600485080651
1159,0.4118816181858608
761,0.4112815772047707
1650,0.41121871677941946
2038,0.4105908968494051
748,0.4102878894547818
1062,0.40998115887061437
567,0.4099554584519518
834,0.40991623066590144
1112,0.40939130533492424
1128,0.4093703630919378
1593,0.40915139671859835
66,0.40901958340834604
1877,0.4087551080376553
662,0.40728905599498993
407,0.4069836935962672
1594,0.4057106854295243
23,0.40549412660461587
457,0.4046640963096054
2037,0.40436080031135946
130,0.4040286013313218
1394,0.4040254190103404
1307,0.403903665433196
616,0.4037933487398697
2082,0.4036684603240294
903,0.4029482806159833
1,0.40282008803737385
1085,0.4024711033897917
MSSubClass_MSC_60,0.40237577674737834
2193,0.40213661293764347
215,0.4011620851331974
1063,0.39992546826814296
889,0.3989973110094353
1442,0.39897910483488486
218,0.3983151680416666
1332,0.3982852057957982
812,0.3982333348888542
697,0.39736067084670157
1685,0.39717138786087397
854,0.3971030474510404
2002,0.39680089495840626
2194,0.39676175650512335
1830,0.3967130614065962
783,0.39640575098992614
813,0.3960971259710615
1372,0.39591200745808675
1350,0.3957018915036469
760,0.39490697016368154
1046,0.3946201360561284
1428,0.39355808100496986
1451,0.3925392619483601
2018,0.39121745125948837
1222,0.38992758987461823
112,0.38965835780356867
673,0.3896342686961289
773,0.3892611691853932
505,0.3892224260687991
355,0.38905430142261327
GarageType_Detchd,0.38868094025646016
1681,0.3886357597883256
1796,0.38835574330485934
MasVnrType_None,0.38809446603688125
1391,0.3880714846278577
1688,0.38801080149516765
1859,0.387555092374944
785,0.3868008152731226
1272,0.385707087854036
1121,0.3855944469874489
751,0.3855722194893357
1686,0.3854129386707562
1247,0.38520321582195266
1412,0.3849715788557081
90,0.384479957391533
739,0.3837357832774854
2021,0.3835751237724997
1041,0.3830790791181609
635,0.3828820674620932
1698,0.38260009372206866
1582,0.38252169765561195
1388,0.3823426826400945
1146,0.38226559932188653
2068,0.38208587693479296
759,0.38144455409884276
572,0.3813879659885246
2003,0.38051581291084735
1484,0.380184095504254
1102,0.37969674776629425
176,0.37876609594195604
1035,0.3782473196465401
2205,0.378157223623117
826,0.37781669985281857
1589,0.3775823649123413
1725,0.3773873880146019
210,0.3772243174168391
1244,0.3770098986523974
388,0.3766411338208476
1599,0.3765807102862752
594,0.37620898310263606
1429,0.3757523019816278
2206,0.3747947049931192
154,0.3744035733203497
1147,0.374185877339563
1002,0.3739000807733759
2185,0.37334103070501656
389,0.3730742542203699
738,0.37299864350803197
2022,0.372589337802799
1563,0.3724411161478913
1486,0.3717558003400098
1343,0.3712476943749126
776,0.3711552575269243
1043,0.3710578125009479
135,0.37102906149054665
1839,0.3699965819480396
1726,0.36972512712570227
1452,0.36872415827665495
18,0.36826142561514635
452,0.3681688534525532
1245,0.3679880900808584
65,0.36737883818426853
943,0.36735373691948653
595,0.3672505101197066
1389,0.36688416886132463
597,0.3668513697497304
2040,0.36682910565115084
1914,0.3666123500589763
1717,0.3660961324795438
1303,0.3660546732391977
113,0.3660259755988243
391,0.3659573088701487
1413,0.365659767925536
573,0.36540667978326086
1097,0.36532027790401067
1933,0.3649356490185719
1363,0.36439870655725776
1064,0.36411894742879847
829,0.36409609196393716
1996,0.364074468938211
1910,0.3639215913243369
1485,0.36366356382843945
808,0.3635401158219695
0,0.3629891065057108
177,0.3629081973866612
237,0.3625361781998371
1481,0.36251278157667505
900,0.3625040779002984
1317,0.36225903295021417
82,0.3621378956494317
1975,0.3619094070640564
1840,0.3614856877444249
1915,0.3614402441723055
1042,0.3613065924465835
799,0.3609171716811702
1728,0.36091178437468585
582,0.3603863981731675
792,0.36034955624902404
1359,0.35948415563200053
1954,0.3594435801471966
45,0.3588349238011449
1373,0.3587072464094382
1828,0.358661059967993
938,0.35854496967823224
988,0.3584836146876083
411,0.358445787931767
479,0.35841902329312747
1482,0.35792717074847197
574,0.3572403670149075
1223,0.35707998730094587
354,0.3567222081225632
666,0.35641167228021337
1305,0.3555087609110509
838,0.3549859540439349
1065,0.35483158657284536
1384,0.3547903911435713
2057,0.3544637561533065
238,0.35422534033533226
791,0.3528142252883219
1082,0.3524875949357887
1680,0.3524593447593198
596,0.352432952103524
880,0.3519271141835108
1269,0.35188238804201155
Neighborhood_NridgHt,0.3518503232499515
1224,0.3517383877746246
849,0.35167211113098445
24,0.3515975724207408
1349,0.3515975724207408
458,0.35122312496928254
46,0.35035998173716076
480,0.34996049305514737
216,0.34924434521642145
1586,0.3489221368426044
529,0.3486208599594274
146,0.3480395766096283
949,0.34801494832657565
71,0.34794144397242316
MSZoning_RM,0.34745259679491597
1842,0.3469826735774797
356,0.3459088486212835
2001,0.3458800185009688
1246,0.34516626986828924
2066,0.3436064352538665
240,0.3433087463329842
48,0.34322471517535236
482,0.34322471517535236
1727,0.34210352930878823
2014,0.342095728451944
1906,0.3419537837589234
1881,0.34165912697595147
881,0.34153754318279655
1587,0.3409775229860394
1694,0.3408323485996133
359,0.3395096859943708
98,0.33898667880596617
358,0.33894697446926586
2033,0.33814426455591273
Foundation_CBlock,0.337909078747167
Exterior2nd_VinylSd,0.33765148957059127
1953,0.33760542266993965
1424,0.3372082051741784
1678,0.3371893709148346
931,0.3368079409099802
Exterior1st_VinylSd,0.3363509851901659
746,0.33546177015513373
162,0.33484482315353054
126,0.3348401942761872
103,0.334828132259413
968,0.33450439367375157
1465,0.3343117355090034
736,0.33425310555740967
1099,0.3342236857742575
1800,0.3341228402942733
1576,0.33401718584644563
1695,0.3336949187887944
1548,0.3335362915424544
1437,0.33320948742306994
1341,0.33289603059403433
2178,0.33248216958934923
190,0.3322713759468255
965,0.33225111440961896
2035,0.3321785905633644
2199,0.3320817523740069
1125,0.33177658322166553
SaleType_New,0.33135011213998905
1030,0.3313294203032354
2016,0.33109381848686786
2198,0.3304758536831226
610,0.3301582320710005
2053,0.3301582320709984
1758,0.3298438325112431
MSSubClass_MSC_30,0.3292075488809737
1306,0.3289786620874667
2191,0.32883009022855547
1741,0.32776477356154077
999,0.327077562172893
1747,0.3270671194947449
1398,0.32683417597032915
2200,0.3265348929377429
1386,0.32653489293774257
61,0.32653489293774257
495,0.32653489293774257
253,0.32653489293774257
1426,0.32653489293774257
1345,0.32653489293774196
1855,0.3265348929377395
981,0.326534892937735
SaleCondition_Partial,0.32653489293773497
2051,0.3264675465228384
1683,0.3262175195190547
1708,0.3259075243611831
1399,0.32589925405329145
1050,0.3252818128372737
2086,0.3248260234904942
167,0.3247022695443599
553,0.32460274739939377
774,0.32460098640501883
1824,0.32413805737251516
533,0.3238978045861374
1696,0.3237001687095988
944,0.32342123984967136
827,0.32339701846323127
GarageType_None,0.3229938307572014
1319,0.3226204016849671
1403,0.3223958596259932
1260,0.3221792794094489
1358,0.32216525745295566
721,0.32195062372139444
1841,0.3214886009036237
2000,0.32147524008207046
1771,0.3201352223785553
1232,0.31980984710659716
1078,0.31961092492092674
966,0.319309238355858
1952,0.319087369008136
67,0.31874867345201996
1687,0.3183271477629994
1382,0.31755259575091216
350,0.3159695979084322
953,0.3153260592390544
467,0.3141855283308274
33,0.3141855283308274
225,0.3138995879234041
1932,0.31345776951204046
MasVnrType_Stone,0.3132805987309551
1475,0.31303832777626356
2049,0.31302538072229086
755,0.31295887724532845
1051,0.31286335256510955
364,0.31274892136437693
852,0.31200476762542173
2020,0.3117871810481568
1491,0.31170138400711805
328,0.3109925519328563
1076,0.310553731140982
131,0.3100449836802259
578,0.3095945542057202
1751,0.3091908463705792
217,0.3069247550079392
41,0.3067963036750875
475,0.30611242386424725
2070,0.30610379536048243
459,0.30598768587278297
1390,0.30598768587278297
25,0.30598768587278297
846,0.30576937244168695
416,0.3056683614521183
1882,0.30548948967552664
412,0.3054175221837415
1158,0.305405942296311
1697,0.3048314954135575
239,0.3047885246538726
47,0.30468203116141884
2039,0.3046214573301612
481,0.30456857236303625
583,0.3037001960953229
540,0.3032624547593477
1133,0.3029943425331717
693,0.3025575349077217
233,0.30234871182127177
436,0.30210107482721094
1835,0.3020731272903631
1474,0.3019230584878691
1609,0.3018780311141188
408,0.30147573182278364
1083,0.3013623365222882
708,0.30032070795860233
632,0.29975762512552334
1228,0.299489864282384
678,0.2993304638254707
MSZoning_RL,0.29887006450649406
789,0.2976591943692957
1907,0.2970780258555578
1314,0.2964618401313087
525,0.2964302046298049
1684,0.29614614118976956
897,0.2960244999270168
1258,0.2960176834453557
337,0.29509338468282775
319,0.29504544495581075
1167,0.2948503257130046
4,0.29432707270068337
1905,0.2941519171748562
1598,0.29382057719610366
321,0.293016383135081
961,0.29283861218353957
1478,0.29276014218704527
376,0.29202949764254565
566,0.291549422132083
996,0.2915232811469601
1880,0.290908800000752
1549,0.29076206350567635
2031,0.28988921952742763
946,0.289510709313701
1445,0.2892299178773886
1999,0.2890742547820186
1574,0.2885782458150132
1978,0.2881790204870754
1171,0.28796737419905166
608,0.2877721344575187
170,0.28712236497067356
1360,0.28660894159257133
575,0.2861056875751359
423,0.2859764224830543
1143,0.28582680489691525
1607,0.285597379337499
1225,0.28429169551304645
579,0.2841704552078199
1438,0.2837211097897238
945,0.28361413545061714
106,0.2833617730648085
1422,0.283298145913778
1501,0.28320032821551894
1595,0.2823776085746205
2012,0.28237741311315256
967,0.28220971167402636
86,0.2818914931570468
1927,0.28134736393481635
1739,0.2811887952409344
1556,0.28116545415415806
510,0.2803076455522264
99,0.2793807675787303
1140,0.2793737629592043
196,0.27907416953772207
1094,0.2787119686205522
1596,0.27819252092438984
Neighborhood_NoRidge,0.2775540986654545
330,0.2768750598645116
1490,0.2752146395907661
1229,0.2751004566507619
1755,0.27362716442018165
1706,0.2734279569722714
1055,0.27278132877037464
1074,0.27264987248845696
1463,0.27229608500220254
1091,0.2722340942034415
1355,0.2716810922103898
73,0.2713892905333017
1233,0.2711344028806919
1756,0.2710403577360648
1395,0.27047816189581797
150,0.27022047803576943
1461,0.2690736064102754
124,0.26876970906600633
1169,0.26862326506401535
1611,0.26843333366385697
163,0.2682470550939309
1682,0.2681900309915368
325,0.2667837021761736
209,0.26665342482691656
1155,0.2665962194564618
1038,0.2662013555925192
1545,0.26602247612366325
122,0.2660026922260217
1479,0.26556258453688925
1156,0.2651588295379885
2103,0.26451472573455215
1256,0.2636720157364051
1572,0.26331885979215236
HouseStyle_2Story,0.26330512988654065
764,0.26309894238762765
137,0.26192232812605465
1597,0.2611133547351199
188,0.26088874435776555
17,0.2608348857644055
1131,0.26065427496384647
451,0.26054143353565984
1135,0.2605031550304921
570,0.26011231580282784
772,0.2598821629657994
1434,0.2598775349988743
515,0.2596724943150651
1134,0.25871604330744924
95,0.25835102893867107
1916,0.25830206164699804
186,0.2574559354738263
1139,0.2561307652954116
159,0.25516436101812107
825,0.25457465243081173
590,0.25339721894402095
811,0.25237090906042364
1583,0.2521840923208357
1584,0.25216717934056543
80,0.25189201680546935
Foundation_BrkTil,0.2516906667259269
810,0.25161140190739256
2085,0.2515927376387387
568,0.2515406624217692
2104,0.25104643302511853
1129,0.25100390494014124
1137,0.25078689150568856
1710,0.2507819247555597
1977,0.25049732502811795
606,0.25001743328991316
817,0.2499629996164378
1311,0.24992826701069906
353,0.24963064051299694
701,0.24879245353575402
1998,0.248026737681239
322,0.24750421746041146
1144,0.2474525166787078
1173,0.246812122675615
1058,0.2460401024675781
1136,0.2459506804839249
1174,0.2458840506185785
705,0.24569131952272594
1489,0.24486784817377047
1352,0.24303176946875787
576,0.2429475699820246
1853,0.24293786341465923
84,0.24272333324457646
1588,0.24250868948107707
393,0.242313863372969
133,0.2417714226109128
1997,0.24138941804038205
1851,0.2407231759805459
1240,0.2401180810301383
1400,0.240007218090059
1472,0.23995027944468064
879,0.2397775372509467
148,0.23910730940749164
1487,0.2383230099301214
1976,0.23820455107811467
1047,0.23804088886657263
222,0.2379795810502375
1718,0.2375624128858466
683,0.23741250295379926
464,0.23709938237318973
30,0.23709938237318973
249,0.23660629746349685
1488,0.23491751370090483
491,0.23480336148261216
2176,0.23474365600197597
706,0.23471053909782139
57,0.23443756636504834
